ID         | PATH
5093972    | /Deportes/Box y Artes Marciales
5093973    | /Deportes/Box y Artes Marciales/Costales y Soportes
5093978    | /Deportes/Box y Artes Marciales/Guantes y Guanteletas
5093985    | /Deportes/Box y Artes Marciales/Indumentaria
5093975    | /Deportes/Box y Artes Marciales/Otros
5093976    | /Deportes/Box y Artes Marciales/Pisos y Tatamis
5093977    | /Deportes/Box y Artes Marciales/Protección y Defensa
1371695    | /Deportes/Equipo Cardiovascular
1371977    | /Deportes/Equipo Cardiovascular/Aparatos para abdomen
1371974    | /Deportes/Equipo Cardiovascular/Caminadoras
1371975    | /Deportes/Equipo Cardiovascular/Elípticas y Escaladoras
1371978    | /Deportes/Equipo Cardiovascular/Remadoras
1371976    | /Deportes/Equipo Cardiovascular/Spinning
4652621    | /Deportes/Equipo de Fuerza
1371979    | /Deportes/Equipo de Fuerza/Bancos y Soportes
1371981    | /Deportes/Equipo de Fuerza/Multigimnasios
1371982    | /Deportes/Equipo de Fuerza/Pesas, Barras y Discos
5093979    | /Deportes/Futbol
5093980    | /Deportes/Futbol/Accesorios para Entrenamiento
5093982    | /Deportes/Futbol/Balones
5093981    | /Deportes/Futbol/Bolsos y Botineros
5093983    | /Deportes/Futbol/Guantes y equipo
5093984    | /Deportes/Futbol/Jerseys
1371699    | /Deportes/Nutrición y Medicina Deportiva
1372010    | /Deportes/Nutrición y Medicina Deportiva/Control de Peso
1372009    | /Deportes/Nutrición y Medicina Deportiva/Proteínas
1372008    | /Deportes/Nutrición y Medicina Deportiva/Vitaminas y Suplementos
1371700    | /Deportes/Otros deportes
1372023    | /Deportes/Otros deportes/Acuáticos
1372011    | /Deportes/Otros deportes/Aire Libre
1372019    | /Deportes/Otros deportes/Básquetbol
1372020    | /Deportes/Otros deportes/Béisbol
1372015    | /Deportes/Otros deportes/Campismo
1372017    | /Deportes/Otros deportes/Crossfit y Funcional
1372022    | /Deportes/Otros deportes/Fútbol Americano
1372016    | /Deportes/Otros deportes/Golf
1372013    | /Deportes/Otros deportes/Más Deportes
1372014    | /Deportes/Otros deportes/Tenis
1372021    | /Deportes/Otros deportes/Voleibol
1372024    | /Deportes/Otros deportes/Yoga y Pilates
4651146    | /Deportes/Scooters Patines y Patinetas
4651167    | /Deportes/Scooters Patines y Patinetas/Accesorios
1372001    | /Deportes/Scooters Patines y Patinetas/Patines
5034910    | /Deportes/Scooters Patines y Patinetas/Patines Infantiles
4651148    | /Deportes/Scooters Patines y Patinetas/Patinetas y Longboards
4911310    | /Deportes/Scooters Patines y Patinetas/Scooters
5034920    | /Deportes/Scooters Patines y Patinetas/Scooters Infantiles
1371643    | /Electrónica
1371675    | /Electrónica/Accesorios para cámaras
1371861    | /Electrónica/Accesorios para cámaras/Baterías, Cargadores y Películas
1371859    | /Electrónica/Accesorios para cámaras/Cables, Correas y Marcos
1371860    | /Electrónica/Accesorios para cámaras/Filtros, Flashes y Lámparas
272656     | /Electrónica/Accesorios para cámaras/Kits y Adaptadores
1371857    | /Electrónica/Accesorios para cámaras/Lentes y Objetivos
286339     | /Electrónica/Accesorios para cámaras/Micrófonos
1371858    | /Electrónica/Accesorios para cámaras/Mochilas, Maletas y Bolsos
1371862    | /Electrónica/Accesorios para cámaras/Protectores, Estuches y Fundas
1371856    | /Electrónica/Accesorios para cámaras/Soportes y Tripiés
1372114    | /Electrónica/Accesorios para cámaras/Tarjetas De Memoria
1371671    | /Electrónica/Accesorios para electrónica
1371836    | /Electrónica/Accesorios para electrónica/Antenas
1371834    | /Electrónica/Accesorios para electrónica/Cables
446899     | /Electrónica/Accesorios para electrónica/Casa Inteligente
1371837    | /Electrónica/Accesorios para electrónica/Controles Remotos
325230     | /Electrónica/Accesorios para electrónica/Otros
107655     | /Electrónica/Accesorios para electrónica/Pilas y Cargadores
325229     | /Electrónica/Accesorios para electrónica/Reguladores
1371835    | /Electrónica/Accesorios para electrónica/Soportes
1371673    | /Electrónica/Audio para autos
1371847    | /Electrónica/Audio para autos/Amplificadores
1371845    | /Electrónica/Audio para autos/Autoestéreos
1371846    | /Electrónica/Audio para autos/Bocinas y Woofers
324749     | /Electrónica/Audio para autos/Instalación
1371672    | /Electrónica/Audio y equipos de sonido
1371839    | /Electrónica/Audio y equipos de sonido/Audífonos
698975     | /Electrónica/Audio y equipos de sonido/Bafles
1371841    | /Electrónica/Audio y equipos de sonido/Barras de sonido
1371838    | /Electrónica/Audio y equipos de sonido/Bocinas
1371844    | /Electrónica/Audio y equipos de sonido/Consolas y Tornamesas
1371842    | /Electrónica/Audio y equipos de sonido/Microcomponentes y Minicomponentes
692337     | /Electrónica/Audio y equipos de sonido/Micrófonos
1371843    | /Electrónica/Audio y equipos de sonido/Radios y Grabadoras
240342     | /Electrónica/Audio y equipos de sonido/Reproductores Portátiles
1371840    | /Electrónica/Audio y equipos de sonido/Teatros en casa
831911     | /Electrónica/Casa inteligente
831916     | /Electrónica/Casa inteligente/Alarmas
4988988    | /Electrónica/Casa inteligente/Asistentes Virtuales
831919     | /Electrónica/Casa inteligente/Cerraduras
831920     | /Electrónica/Casa inteligente/Controladores
831913     | /Electrónica/Casa inteligente/Cámaras y CCTV
831918     | /Electrónica/Casa inteligente/Iluminación
831915     | /Electrónica/Casa inteligente/Interruptores y enchufes
831917     | /Electrónica/Casa inteligente/Sensores de movimiento
1371674    | /Electrónica/Cámaras
1371851    | /Electrónica/Cámaras/Acuáticas
256812     | /Electrónica/Cámaras/De Automóvil
1371854    | /Electrónica/Cámaras/De Seguridad
1371852    | /Electrónica/Cámaras/Deportivas
1371849    | /Electrónica/Cámaras/Digitales
1371853    | /Electrónica/Cámaras/Instantáneas
1371848    | /Electrónica/Cámaras/Profesionales
1371850    | /Electrónica/Cámaras/Reflex
1371855    | /Electrónica/Cámaras/Videocámaras
717996     | /Electrónica/Equipos de Radiofrecuencia
717998     | /Electrónica/Equipos de Radiofrecuencia/Portátiles
4642048    | /Electrónica/Instrumentos Musicales
4642053    | /Electrónica/Instrumentos Musicales/Baterías y Percusión
4642058    | /Electrónica/Instrumentos Musicales/DJ y Accesorios
4642054    | /Electrónica/Instrumentos Musicales/Instrumentos de Cuerdas
4642057    | /Electrónica/Instrumentos Musicales/Instrumentos de Viento
4642055    | /Electrónica/Instrumentos Musicales/Micrófonos y Amplificadores
4642056    | /Electrónica/Instrumentos Musicales/Pedales y Accesorios
4642059    | /Electrónica/Instrumentos Musicales/Teclados y Pianos
874224     | /Electrónica/Servicios
874225     | /Electrónica/Servicios/Instalación
1371670    | /Electrónica/Tv y video
121271     | /Electrónica/Tv y video/Drones
1371831    | /Electrónica/Tv y video/Pantallas
1371833    | /Electrónica/Tv y video/Reproductores Blu-ray y DVD
1371832    | /Electrónica/Tv y video/TV Digital
4845836    | /Herramientas
4846005    | /Herramientas/Accesorios Para Herramientas Eléctricas
4846009    | /Herramientas/Accesorios Para Herramientas Eléctricas/Bandas y Discos de Lija
4846011    | /Herramientas/Accesorios Para Herramientas Eléctricas/Baterías
4846006    | /Herramientas/Accesorios Para Herramientas Eléctricas/Brocas
4846007    | /Herramientas/Accesorios Para Herramientas Eléctricas/Discos y Cepillos
4846010    | /Herramientas/Accesorios Para Herramientas Eléctricas/Kits de Accesorios
4846012    | /Herramientas/Accesorios Para Herramientas Eléctricas/Otros Accesorios
4846008    | /Herramientas/Accesorios Para Herramientas Eléctricas/Seguetas Para Caladora y Sierra
4846017    | /Herramientas/Cerrajería y Seguridad
4846021    | /Herramientas/Cerrajería y Seguridad/Cajas Fuertes
4846020    | /Herramientas/Cerrajería y Seguridad/Candados
4846018    | /Herramientas/Cerrajería y Seguridad/Cerraduras
4846019    | /Herramientas/Cerrajería y Seguridad/Herrajes
4846030    | /Herramientas/Construcción
4846040    | /Herramientas/Construcción/Accesorios para Pintura
4682843    | /Herramientas/Construcción/Adhesivos y Selladores
4846073    | /Herramientas/Construcción/Equipo de Seguridad
4846072    | /Herramientas/Construcción/Escaleras
4846067    | /Herramientas/Construcción/Ladrillos y Bloques
4846038    | /Herramientas/Construcción/Maquinaria
4846055    | /Herramientas/Construcción/Materiales y Concreto
4783467    | /Herramientas/Construcción/Pinturas, Esmaltes e Impermeabilizantes
4846069    | /Herramientas/Construcción/Pisos y Recubrimientos
4846070    | /Herramientas/Construcción/Puertas y Ventanas
4846071    | /Herramientas/Construcción/Tornillos, Clavos y Taquetes
4846068    | /Herramientas/Construcción/Vigas y Cadenas
4845852    | /Herramientas/Eléctricas
4845986    | /Herramientas/Eléctricas/Compresores de Aire
4845856    | /Herramientas/Eléctricas/Esmeriladoras
849639     | /Herramientas/Eléctricas/Generadores
4845982    | /Herramientas/Eléctricas/Hidrolavadoras
4845983    | /Herramientas/Eléctricas/Lijadoras y Pulidoras
4845988    | /Herramientas/Eléctricas/Otras Herramientas Eléctricas
4845853    | /Herramientas/Eléctricas/Rotomartillos, Taladros y Destornilladores
4845855    | /Herramientas/Eléctricas/Sierras, Motosierras y Caladoras
4845984    | /Herramientas/Eléctricas/Soldadoras
4846023    | /Herramientas/Iluminación
4846024    | /Herramientas/Iluminación/Focos
4846026    | /Herramientas/Iluminación/Iluminación Exterior
4846027    | /Herramientas/Iluminación/Iluminación Interior
4846028    | /Herramientas/Iluminación/Linternas y Lámparas de Emergencia
4846092    | /Herramientas/Jardinería
4846097    | /Herramientas/Jardinería/Accesorios de Jardinería
4846093    | /Herramientas/Jardinería/Desbrozadoras
4846094    | /Herramientas/Jardinería/Fumigadoras
4846096    | /Herramientas/Jardinería/Herramientas de Jardinero
4846095    | /Herramientas/Jardinería/Podadoras y Sopladoras
4845838    | /Herramientas/Manuales
4845848    | /Herramientas/Manuales/Albañileria
4845847    | /Herramientas/Manuales/Corte y Desbaste
4845840    | /Herramientas/Manuales/Desarmadores y Puntas
4845843    | /Herramientas/Manuales/Juegos de Herramientas
4845842    | /Herramientas/Manuales/Llaves, Dados y Accesorios
4845839    | /Herramientas/Manuales/Martillos, Mazos y Cinceles
4845850    | /Herramientas/Manuales/Otras Herramientas Manuales
4845841    | /Herramientas/Manuales/Pinzas
4845849    | /Herramientas/Manuales/Tornillos de Banco
4846075    | /Herramientas/Material Eléctrico
4846076    | /Herramientas/Material Eléctrico/Apagadores y Contactos
4846080    | /Herramientas/Material Eléctrico/Cables
4846078    | /Herramientas/Material Eléctrico/Centros de Carga y Fusibles
4846082    | /Herramientas/Material Eléctrico/Extensiones y Multicontactos
4662449    | /Herramientas/Material Eléctrico/Paneles Solares
4846081    | /Herramientas/Material Eléctrico/Sensores
4846077    | /Herramientas/Material Eléctrico/Sockets y Portalámparas
4846079    | /Herramientas/Material Eléctrico/Tuberias y Chalupas
4845989    | /Herramientas/Neumáticas
4845990    | /Herramientas/Neumáticas/Clavadoras y Engrapadoras
4845991    | /Herramientas/Neumáticas/Esmeriles y Pulidoras
4845992    | /Herramientas/Neumáticas/Lijadoras, Sierras y Cepillos
4845993    | /Herramientas/Neumáticas/Llaves de Impacto
4845994    | /Herramientas/Neumáticas/Pistolas para Pintar
4845995    | /Herramientas/Neumáticas/Taladros
4846013    | /Herramientas/Organización y Almacenaje
4846014    | /Herramientas/Organización y Almacenaje/Cajas para herramientas
4846016    | /Herramientas/Organización y Almacenaje/Gabinetes y Anaqueles
4846015    | /Herramientas/Organización y Almacenaje/Organizadores y Mochilas
4846083    | /Herramientas/Plomería
4846088    | /Herramientas/Plomería/Bombas y Presurizadores
4846087    | /Herramientas/Plomería/Drenajes
4846091    | /Herramientas/Plomería/Kits y Accesorios de Instalación
4846089    | /Herramientas/Plomería/Lavabos y Sanitarios
4846086    | /Herramientas/Plomería/Llaves y Regaderas
4846090    | /Herramientas/Plomería/Tanques de Gas
4846085    | /Herramientas/Plomería/Tarjas y Fregaderos
4845181    | /Herramientas/Plomería/Tinacos y Cisternas
4846084    | /Herramientas/Plomería/Tubos y Conexiones
4911305    | /Herramientas/Uso Industrial
4911306    | /Herramientas/Uso Industrial/Hidrolavadoras
4911309    | /Herramientas/Uso Industrial/Otras Herramientas
4911307    | /Herramientas/Uso Industrial/Rotomartillos y Taladros
4911308    | /Herramientas/Uso Industrial/Sierras, Motosierras y Caladoras
4845997    | /Herramientas/de Medición
4845999    | /Herramientas/de Medición/Medidores Ambientales
4845998    | /Herramientas/de Medición/Medidores Eléctricos
4846000    | /Herramientas/de Medición/Medidores de Distancia
4846001    | /Herramientas/de Medición/Medidores de Fuerza
4846002    | /Herramientas/de Medición/Medidores de Presión
4846003    | /Herramientas/de Medición/Niveles
4846004    | /Herramientas/de Medición/Otros
1371641    | /Hogar
4664643    | /Hogar/Baño
1371802    | /Hogar/Baño/Accesorios para Baño
1371792    | /Hogar/Baño/Cortinas de Baño
4753089    | /Hogar/Baño/Grifería
400333     | /Hogar/Baño/Organizadores de baño
1371800    | /Hogar/Baño/Toallas
1371666    | /Hogar/Blancos
1371797    | /Hogar/Blancos/Almohadas
1371799    | /Hogar/Blancos/Cobijas y Frazadas
1371796    | /Hogar/Blancos/Coordinados de cama
1371794    | /Hogar/Blancos/Edredones
404339     | /Hogar/Blancos/Edredones Infantiles
1371798    | /Hogar/Blancos/Protectores
